Term in CSV,Other Term in CSV,Similarity Score
onderwijzerswoning,onderwijzerswoningen,95
Bisschoppelijk paleis,bisschoppelijk paleizen,86
Likeurfabriek,Suikerfabriek,85
Likeurindustrie,Leerindustrie,86
Likeurindustrie,Suikerindustrie,87
Rune,Runen,89
Rune,Ruïne,89
Plateel,plateel,86
priorij,priorijen,88
Paardenstal,paardestal,86
Regentenkamer,Regentessenkamer,90
winkelpassage,winkelpassages,96
Stadsbeeld,Standbeeld,90
Plateelbakkerij,tegelbakkerij,86
kassei,kassein,92
Jaarring,Jaarringen,89
Molenmaker,Molenmakerij,91
Restauratie-ethiek,Restauratietechniek,86
Restauratie-ethiek,Restauratiebestek,86
Franciscanessen,Franciscanen,89
Suikerraffinaderij,suikerraffinaderijen,89
Cultuurbescherming,Natuurbescherming,86
Uithangtekens,uithangtekens,92
dwarshuisboerderij,dwarshuisboerderijen,95
Molenmakerij,Molenmaker,91
Gietbouw,Gebouw,86
nutsgebouw,nutsgebouwen,91
Burgemeestershuis,Burgemeesters,87
Blauwselmolen,blauwselmolens,89
Geschilderd behang,Geschilderd behangsel,92
Geschilderd behang,Beschilderd behangsel,87
Geschilderd behang,Beschilderd behang,94
Geschilderd behang,Beschilderd behangsels,85
Lokale geschiedenis,sociale geschiedenis,87
Loterij,Roterij,86
Gewelfconstructie,Gevelconstructie,91
Gewelfconstructie,wolfconstructies,85
kloosterkapel,kloosterkapellen,90
Bedevaart,Bedevaarten,90
schachtbok,schachtbokken,87
Pijpmaker,Pijpenmakers,86
Franciscanen,Franciscanessen,89
Tiende,Tiend,91
Norbertijnen,Norbertinessen,85
dijkverbetering,dijkversterking,87
Pijler,Pijlers,92
Rechtspraak,Rechtsaanspraak,85
Boekband,Boekbanden,89
Nieuwe Haagse School,Nieuwe Haagse school,95
Rokerij,Roterij,86
Kerkkruis,Kerkenkruis,90
Glasblazer,Glasblazen,90
Kluizenares,Kluizenaar,86
muurtoren,vuurtoren,89
muurtoren,muurtorens,95
Benedictijnen,Benedictinessen,86
kartonfabriek,Strokartonfabriek,87
kartonfabriek,kartonfabrieken,93
kartonfabriek,katoenfabrieken,86
Timmermanswerk,Timmermansmerk,93
Klokgieter,Klokkengieter,87
Steenverwering,Steenbewerking,86
Tinnegieter,Tingieter,90
Messenmaker,Messenmakerij,92
Heiwerktuig,Hijswerktuig,87
Heiwerktuig,Hefwerktuig,91
Gasverlichting,Stadsverlichting,87
Gasverlichting,Kaarsverlichting,87
Rechtsaanspraak,Rechtspraak,85
Kerkenbouw,Kerkbouw,89
Urbanistiek,Urbanisatie,91
Bouwceramiek,Bouwkeramiek,92
gieterij,gieterijen,89
jachthuis,Wachthuis,89
Impregnering,Impregneren,87
bastion,bastions,93
Stadswijk,Stadswijken,90
hallehuisboerderij,Hallenhuisboerderij,92
hallehuisboerderij,hallenhuisboerderijn,95
huishoudschool,huishoudscholen,90
Woonhuiscomplex,Wooncomplex,85
kloostergang,kloostergangen,92
broodfabriek,broodfabrieken,92
verfmolen,verfmolens,95
Buskruitmolen,kruitmolen,87
Buskruitmolen,buskruitmolens,89
brievenbus,brievenbussen,87
Olieslagerij,olieslagerijen,85
Rijksbureau voor de Monumentenzorg,Rijksdienst voor de Monumentenzorg,85
langgevelboerderij,langgevelboerderijen,95
sterrenwacht,sterrenwachten,92
achterhuis,achterhuisjes,87
Brandveiligheid,Standveiligheid,87
Landinrichtingswet,Landinrichting,88
Glasgraveur,Glasgravure,91
Nationaal landschapspark,Nationaal landschap,88
Nationaal landschapspark,Nationale landschapsparken,92
Molenerf,molenerf,88
Bouwvergunning,Bouwvergunningen,93
Borstbeeld,Borstbeelden,91
Borstbeeld,borstbeeld,90
Zilverfabriek,Zuivelfabriek,85
Cisterne,Cisternen,94
ridderhofstede,ridderhofsteden,97
Vuurwerk,Muurwerk,88
telefooncel,telefooncellen,88
Charter van Brussel,Charter van Basel,89
Kunststeen,kunststeen,90
Vluchtberg,Vluchtbergen,91
Heilige,Heiligen,93
tiendschuur,tiendschuren,87
Loopgang,Loofgang,88
Koepelconstructie,Stempelconstructie,86
Koepelconstructie,Gevelconstructie,85
verstijfde staafboogbrug,verstijfde staafboogbruggen,94
brouwerij,brouwerijen,90
Arbeidsomstandigheden,Arbeidsomstandighedenwet,93
Arbeidsomstandigheden,Arbeidsomstandighedenrecht,89
noodwoning,noodwoningen,91
schuilkelder,schuilkelders,96
Boerderijnaam,Boerderijnamen,89
Gebouwde omgeving,gebouwde omgeving,94
Topografie,Typografie,90
Topografie,Tomografie,90
Loodwit,loodwit,86
conservatorium,observatorium,89
conservatorium,conservatoria,89
koffiebranderij,koffiebranderijen,94
lakfabriek,glasfabriek,86
lakfabriek,Melkfabriek,86
lakfabriek,lakenfabriek,91
lakfabriek,kalkfabriek,86
lakfabriek,blikfabriek,86
lakfabriek,lakfabrieken,91
molenaarshuis,Molenaarshuisje,86
molenaarshuis,molenaarshuizen,86
Stoomzagerij,Stoomhoutzagerij,86
Vissershut,Vissershuis,86
Urbanisatie,Urbanistiek,91
Beschilderd behangsel,Geschilderd behangsel,95
Beschilderd behangsel,Geschilderd behang,87
Beschilderd behangsel,Beschilderd behang,92
Beschilderd behangsel,Beschilderd behangsels,98
Pottenbakker,pottenbakkerij,85
Pottenbakker,Pottenbakkers,96
Metaalfabriek,Staalfabriek,88
Metaalfabriek,metaalfabrieken,86
admiraliteitsgebouw,admiraliteitsgebouwen,95
muziekschool,muziekscholen,88
verkeerslicht,verkeerslichten,93
Laser,Lasers,91
droogdok,Droogdok,88
Stadskraan,Stadskranen,86
bewaarschool,bewaarscholen,88
tribune,tribunes,93
Dakkapel,Dakkap,86
Dakhuis,pakhuis,86
Dakhuis,Bakhuis,86
Pelgrimstocht,Pelgrimstochten,93
klokkenstoelen,klokkestoel,88
klokkenstoelen,klokkenstoel,92
klokkenstoelen,klokkestoelen,96
Houtzaagindustrie,Houtindustrie,87
Regenwaterbak,Regenwater,87
Timmermansmerk,Timmermanswerk,93
Historische kern,Historische kaarten,86
omwalling,omwallingen,90
cichoreifabriek,cichoreifabrieken,94
waterkering,waterkeringen,92
kuuroord,kuuroorden,89
Suikerfabriek,Likeurfabriek,85
Suikerfabriek,suikerfabrieken,86
drogisterij,drogisterijen,92
Lampenfabriek,Wapenfabriek,88
brandspuithuisje,brandspuithuisjes,97
doopkapel,doopkapellen,86
blauwselfabriek,blauwselfabrieken,94
Weermuur,Werfmuur,88
Weermuur,keermuur,88
Niet-destructief onderzoek,Nondestructief onderzoek,88
Strokartonfabriek,kartonfabriek,87
Strokartonfabriek,strokartonfabrieken,89
Bloementent,Bloementeelt,87
Bloementent,logementen,86
Wasfabriek,glasfabriek,86
Wasfabriek,kaasfabriek,86
Arbeiderswijk,Arbeiderwijk,96
Steenbewerking,Steenverwering,86
Steenbewerking,Beenbewerking,89
Glasoven,Vlasoven,88
Beschermd stadsgezicht,Beschermd gezicht,87
Beschermd stadsgezicht,Beschermd dorpsgezicht,86
Beroep,Beroepen,86
Bemaling,Bealging,88
Zoutfabriek,Moutfabriek,91
waterradmolen,waterradmolens,96
Broederschap,Broederschappen,89
Vernieling,Vernieuwing,86
zegelstempel,zegelstempels,96
zeewering,zeeweringen,90
cultureel centrum,cultureel centra,91
atelierwoning,atelierwoningen,93
transept,transepten,89
kruisbasiliek,kruisbasilieken,93
Bedsteewand,Bedstedewand,96
Deurklopper,deurkloppers,87
muntgebouw,muntgebouwen,91
bedrijfsgebouw,bedrijfsgebouwen,93
Pannenbakkerij,Pannenbakkerijen,93
Loofhout,Loofhut,93
kringstelling,kringstellingen,93
jaagpad,jaagpaden,88
voetpad,voetpaden,88
Zoutwinning,houtwinning,91
Verdedigingslinie,Verdedigingslinies,97
Molenrecht,Modellenrecht,87
Databank,Databanken,89
Architectonisch ontwerp,architectonisch ontwerpen,92
Jupiterzuil,Jupiterzuilen,92
Bedstee,Bedstede,93
barbacane,barbacanes,95
Bodemkaart,Bodemkaarten,91
Psalmbord,psalmbord,89
Tapijtfabriek,tapijtfabrieken,86
windwatermolen,wipwatermolen,89
windwatermolen,windwatermolens,97
Onroerend goed,Roerend goed,85
Fabrieksbouw,Fabrieksgebouw,92
casino,casino's,86
Paleografie,Paleogeografie,88
Paleografie,Palaeogeografie,85
Voorschrift,Voorschriften,92
tentoonstellingsgebouw,tentoonstellingsgebouwen,96
doorlaatbrug,doorlaatbruggen,89
Travertijn,Travertin,95
dakruiter,dakruiters,95
Beeldkwaliteit,Beeldkwaliteitsplan,85
Tabaksboerderij,Tabaksboerderijen,94
koeltoren,koeltorens,95
benzinepomp,benzinepompen,92
Menhir,Menhirs,92
Boogconstructie,Bouwconstructie,87
Boogconstructie,Brugconstructie,87
kloosterboerderij,kloosterboerderijen,94
Bakoven,Bakovens,93
aanplakzuil,aanplakzuilen,92
Leesmuseum,Legermuseum,86
Wandbeschildering,Wapenschildering,85
Vogel,Vogels,91
Registratie,Registraties,96
aalmoezeniershuis,aalmoezeniershuizen,89
Franse tijd,Frankische tijd,85
Relikwie,Relikwieën,89
Militaire bouwkunst,Utilitaire bouwkunst,92
Landschapsbeleid,Landschapsbeleving,88
Leeuwenburch,Leeuwenburgh,92
observatorium,conservatorium,89
observatorium,observatoria,88
triomfboog,triomfbogen,86
Gevelversiering,Geveltopversiering,91
hekpijler,hekpijlers,95
putdeksel,putdeksels,95
Dorpsgeschiedenis,bosgeschiedenis,88
Rederij,Rederijen,88
Donderhuisje,onderhuis,86
Kerkbouw,Kerkenbouw,89
Pijpenindustrie,Mijnindustrie,86
Gebouw,Gietbouw,86
Bouwornament,Bouwornamentiek,89
Steenhouwerij,Steenhouwer,92
Steenhouwerij,Steenhouwwerk,85
Steenhouwerij,Steenhouwers,88
Steenhouwerij,steenhouwerijen,86
Streekplan,Streekplannen,87
Palissade,Palissades,95
Pijpenmakerij,Pijpenmakers,88
Iconografie,Ikonografie,91
Klokkentoren,Klokkentorentje,89
Klokkentoren,Klokketorentje,85
Klokkentoren,klokkentorens,88
Linnenfabriek,pannenfabriek,85
Vierde Nota Ruimtelijke Ordening,Vijfde Nota Ruimtelijke Ordening,94
lakenfabriek,lakfabriek,91
lakenfabriek,lakenfabrieken,92
getijdemolen,getijmolen,91
getijdemolen,getijdenmolens,92
Stroopfabriek,Siroopfabriek,92
Stroopfabriek,stroopfabrieken,86
Rijwielfabriek,rijwielfabrieken,87
Machine,Machines,93
industriemolen,industriemolens,97
Typografie,Topografie,90
Katoenspinnerij,katoenspinnerijen,88
zolderkerk,zolderkerken,91
columbarium,columbaria,86
handelsgebouw,handelsgebouwen,93
Architectuurschildering,Architectuurschilderkunst,88
Architectuurschildering,Architectuurbeschildering,96
girokantoor,girokantoren,87
jeugdherberg,jeugdherbergen,92
Reisverhaal,Reisverhalen,87
Merkenrecht,Markerecht,86
Restauratietechniek,Restauratie-ethiek,86
zaalkerk,zaalkerken,89
Bosbouw,Bosgebouw,88
Stadsbestuur,Stadsbestuurders,86
vieringtoren,vieringen,86
vieringtoren,vieringtorens,96
Arbeiderwijk,Arbeiderswijk,96
Timmerwerk,Timmerwerf,90
Graffiti,Graffito,88
Graanopslagplaats,Graanopslagplaatsen,94
Grafschildering,Glasschildering,87
Grafschildering,Grafschilderingen,94
steiger,steigers,93
Basilica,Basilicae,94
Industriële revolutie,Industriële productie,86
Stabiliteit,Mutabiliteit,87
Interieurarchitect,Interieurarchitectuur,92
watervoorziening,Drinkwatervoorziening,86
gordijn,gordijnen,88
gordijn,gording,86
Teerhuis,Theehuis,88
Teerhuis,veerhuis,88
kolenmijn,kolenmijnen,90
Belening,Beleving,88
Voegversteviging,Versteviging,86
Dialect,Dialecten,88
depot,depots,91
Militair terrein,Militaire terreinen,91
Kwaliteitsnorm,Kwaliteitszorg,86
confectiefabriek,confectiefabrieken,94
lustslot,lustsloten,89
Werfmuur,Weermuur,88
Archeometrie,archaeometrie,88
Betonconservering,Fotoconservering,85
Zeilschip,Zeezeilschip,86
Neolithicum,Mesolithicum,87
Neolithicum,mesolithicum,87
Neolithicum,neolithicum,91
Kloosterorde,kloosterorden,88
kindertehuis,kindertehuizen,85
Hoogaltaar,hoogaltaar,90
Processie,Processen,89
Gedenkboek,gedenkboek,90
schachttoren,schachten,86
Karmelietes,Karmelieten,91
Provinciewapen,Provinciewet,85
Metaalindustrie,Staalindustrie,90
Bronstijd,bronstijd,89
kalkfabriek,lakfabriek,86
kalkfabriek,kalkfabrieken,92
Grafvondst,Grafvondsten,91
Dakwerk,Vakwerk,86
Dakwerk,Lakwerk,86
Vernisfabriek,vernisfabrieken,86
Rechtsbescherming,Luchtbescherming,85
Bouwopschrift,Bouwvoorschrift,86
Germaan,Germaans,93
Oplosmiddel,Oplosmiddelen,92
leerfabriek,Goudleerfabriek,85
leerfabriek,leerfabrieken,92
satelliet,satellieten,90
hydrologie,Geohydrologie,87
Koperslagerij,Koperslager,92
Koperslagerij,koperslagerijen,86
Bronsgieterij,Bronsgieter,92
Bronsgieterij,Bronsgieters,88
Steenindustrie,Steenkolenindustrie,85
Marktrecht,Markerecht,90
landschapselement,landschapselementen,94
Bouwplaat,Bouwplaats,95
Decorschildering,Decoratieschildering,89
Catacombe,Catacomben,95
Hekversiering,versiering,87
Landschapschilder,Landschapschilderkunst,87
Landpacht,Landmacht,89
Katoenweverij,katoenweverijen,86
Vurenhout,vurenhout,89
Veldkruis,veldkruis,89
Electriciteit,Elektriciteit,92
Stedebouwkunst,Stedebouwkunde,86
bedevaartskerk,bedevaartskerken,93
Houtwerk,Houtwerken,89
Email,Emails,91
Vervalsing,Vervalsingen,91
Empire stijl,empirestijl,87
Lodewijk-XIII-stijl,Lodewijk-XVI-stijl,92
Lodewijk-XIII-stijl,Lodewijk-XIV-stijl,92
Lodewijk-XIII-stijl,Lodewijk-XV-stijl,89
Lodewijk-XIII-stijl,Lodewijk-stijl,85
Lodewijk-XIII-stijl,Lodewijk XIV-stijl,86
Lodewijk-XIII-stijl,Lodewijk XVI-stijl,86
Lodewijk-XIV-stijl,Lodewijk-XVI-stijl,94
Lodewijk-XIV-stijl,Lodewijk-XIII-stijl,92
Lodewijk-XIV-stijl,Lodewijk-XV-stijl,97
Lodewijk-XIV-stijl,Lodewijk-stijl,88
Lodewijk-XIV-stijl,Lodewijk XIV-stijl,94
Lodewijk-XIV-stijl,Lodewijk XV-stijI,86
Lodewijk-XIV-stijl,Lodewijk XVI-stijl,89
Lodewijk-XV-stijl,Lodewijk-XVI-stijl,97
Lodewijk-XV-stijl,Lodewijk-XIII-stijl,89
Lodewijk-XV-stijl,Lodewijk-XIV-stijl,97
Lodewijk-XV-stijl,Lodewijk-stijl,90
Lodewijk-XV-stijl,Lodewijk XIV-stijl,91
Lodewijk-XV-stijl,Lodewijk XV-stijI,88
Lodewijk-XV-stijl,Lodewijk XVI-stijl,91
Houtbewerking,Houtverwerking,89
Belastingwet,Belasting,86
Belastingwet,Belastingen,87
Belastingwet,Belastingwezen,85
Belastingwet,Belastingrecht,85
molenviergang,molendriegang,85
Hefwerktuig,Heiwerktuig,91
Laswerk,Lakwerk,86
Laswerk,Latwerk,86
Houten trap,Houten kap,86
Veranda,Verband,86
Byzantijnse kunst,Byzantijnse bouwkunst,89
bungalow,bungalows,94
Vernisstokerij,vernisstokerijen,87
Dendrologie,Dermologie,86
Stenen kruis,Stenen huis,87
Fantastische architectuur,Stalinistische architectuur,85
Lambrisering,Lambrizering,92
Kloosterbouw,Kloostergebouwen,86
Boenwas,Bovenas,86
Romaanse kunst,Romaanse bouwkunst,88
Leemarchitectuur,architectuur,86
Leemarchitectuur,Feestarchitectuur,85
kar,kaar,86
Voetval,Voetbal,86
theatrum anatomicum,theatrum anatomica,92
Molenromp,molenromp,89
atheneum,atheneums,94
Chronologie,Chorologie,86
Huiswerk,Huismerk,88
Lodewijk-stijl,Lodewijk-XVI-stijl,88
Lodewijk-stijl,Lodewijk-XIII-stijl,85
Lodewijk-stijl,Lodewijk-XIV-stijl,88
Lodewijk-stijl,Lodewijk-XV-stijl,90
Lodewijk-stijl,Lodewijk XIV-stijl,88
Lodewijk-stijl,Lodewijk XVI-stijl,88
Wooncomplex,Woonhuiscomplex,85
gloeilampenfabriek,gloeilampenfabrieken,95
Glasschildering,Grafschildering,87
windmotor,windmotors,95
hekwerk,hekwerken,88
chocoladefabriek,chocoladefabrieken,94
Wachthuis,jachthuis,89
eengezinswoning,Eensgezinswoningen,85
eengezinswoning,eengezinswoningen,94
Constructivisme,deconstructivisme,88
Koloniale geschiedenis,sociale geschiedenis,86
Verkoperen,Verkopen,89
gemeenschapshuis,gemeenschapshuizen,88
Computer,Computers,94
Open,pen,86
Touwindustrie,Zoutindustrie,85
Touwindustrie,Houtindustrie,85
Touwindustrie,Turfindustrie,85
Touwindustrie,Bouwindustrie,92
Baggermolen,baggermolens,87
Moderne kunst,Moderne bouwkunst,87
Monumentenrecht,Monumentenwacht,87
Monumentenrecht,Monumentenwet,86
Bloembollenteelt,Bloementeelt,86
Strodak,Strodaken,88
Verstening,Kerstening,90
Bouwproject,Bouwprojecten,92
Familie,Families,93
Stand,Stad,89
bewoning,bewening,88
Themapark,Themaparken,90
Feestarchitectuur,Leemarchitectuur,85
Modernisme,modernisme,90
Steenhouwwerk,Steenhouwer,92
Steenhouwwerk,Steenhouwerij,85
Steenhouwwerk,Steenhouwers,88
Historisch-geografische waarde,Historisch-geografische waardenkaart,91
Verzamelen,Verzameling,86
Verzamelen,Verzamelingen,87
studentenhuis,studentenhuizen,86
viering,vieringen,88
spaarbank,spaarbanken,90
Weeskamer,Weefkamer,89
proosdij,proosdijen,89
Arbeid,Arbeider,86
doorzonwoning,doorzonwoningen,93
Woningbouwcorporatie,Woningcorporatie,89
Fotoconservering,Houtconservering,88
Fotoconservering,Betonconservering,85
Fortificatie,Fortificaties,96
Archeologische waarde,Archeologische waarden,98
Archeologische waarde,Archeologisch aardewerk,86
Bouwbeeldhouwkunst,Beeldhouwkunst,88
Netwerk,Netwerken,88
Huishouding,Huishouden,86
Badkamer,Badkamers,94
stichting,stichtingen,90
vereniging,verenigingen,91
Luchthuis,tuchthuis,89
ringburcht,ringwalburcht,87
ringburcht,ringburchten,91
Decoratieschilder,Decoratieschildering,92
Waterwinning,teerwinning,87
Kerkschat,Kerkschot,89
Schrijn,Schrijven,88
Weefkamer,Weeskamer,89
Bouwgeschiedenis,vrouwengeschiedenis,86
Verzuiling,Vervuiling,90
Verzuiling,Verzilting,90
Forum,Forums,91
bovenkruier,bovenkruiers,96
Markerecht,Merkenrecht,86
Markerecht,Marktrecht,90
Straatsteen,straatstenen,87
kapittelzaal,kapittelzalen,88
Schilderijlijst,schilderijlijsten,88
Kunstenaar,kunstenaars,86
Ruimtelijk onderzoek,Ruimte onderzoek,89
Rivieroever,Rivieroevers,96
takel,takels,91
Scheepje,Scheep,86
Steenconstructie,Stempelconstructie,88
Steenconstructie,steunconstructies,85
Staalfabriek,Metaalfabriek,88
grafkuil,grafkuilen,89
Catering,datering,88
Ecosysteem,Ecosystemen,86
Natuurmonument,Natuurmonumenten,93
Biernijverheid,Papiernijverheid,87
Gas,Gans,86
Genootschap,Vennootschap,87
Genootschap,Genootschappen,88
Documentatiesysteem,Documentatiesystemen,92
Verering,Verwering,94
Verering,Vererving,94
Verering,Verwerking,89
Kluizenaar,Kluizenares,86
landaanwinning,landwinning,88
Historische waarde,Historische kaarten,86
Ontgronding,Ontgrondingen,92
Tuingebouw,Tuinbouw,89
Tuingebouw,Turngebouw,90
Informatieplan,Informatiepaneel,87
Houtsoort,Houtsoorten,90
Landbouwwerktuig,Landbouwwerktuigen,94
Landbouwwerktuig,Landbouwvoertuig,88
Papiernijverheid,Biernijverheid,87
Elektriciteit,Electriciteit,92
Hout-imitatie,Houtimitatie,96
Decoratieschildering,Decorschildering,89
Decoratieschildering,Decoratieschilder,92
krijtmolen,kruitmolen,90
krijtmolen,krijtmolens,95
krijtmolen,kruitmolens,86
afvalkuil,afvalkuilen,90
Rekenkamer,Ziekenkamer,86
Raamwerk,Raapwerk,88
Gasbeton,gasbeton,88
Antropologie,Anthropologie,96
Feestzaal,eetzaal,88
Rijstcultuur,Rietcultuur,87
bosgeschiedenis,Dorpsgeschiedenis,88
Vererving,Verwering,89
Vererving,Verering,94
paalfundering,paalfunderingen,93
toiletgebouw,toiletgebouwen,92
Grieken,rieken,92
Buurtschap,Buurschap,95
Buurtschap,Buurtschappen,87
Stalinistische architectuur,Fantastische architectuur,85
Dijkval,Dijkvak,86
Trekarbeider,Trekarbeid,91
Reorganisatie,organisaties,88
Reorganisatie,kerkorganisatie,86
Politiek,Politie,93
Kleiwarenfabriek,Vleeswarenfabriek,85
Celtic field,celtic fields,88
Beweiding,Bereiding,89
Mijnindustrie,Pijpenindustrie,86
Charter van Basel,Charter van Brussel,89
Verzameling,Verzamelen,86
Verzameling,Verzamelingen,92
Verzameling,Verzameling Bal,85
Verdedigingstoren,Verdedigingstorens,97
Grensgebied,Grensgebieden,92
Handelsnederzetting,Handelsnederzettingen,95
Tuinieren,Tuinier,88
Woningcorporatie,Woningbouwcorporatie,89
Stedebouwkunde,Stedebouwkundige,93
Stedebouwkunde,Stedebouwkunst,86
verkeersbrug,verkeersbruggen,89
blikfabriek,lakfabriek,86
blikfabriek,blikfabrieken,92
betonfabriek,betonfabrieken,92
Kunstopdracht,kunstopdrachten,86
Monumentenbeleidsplan,Monumentenbeleid,86
schoenenfabriek,Schoenfabriek,86
schoenenfabriek,schoenenfabrieken,94
Vlasbouw,Glasbouw,88
tennisbaan,tennisbanen,86
Huishouden,Huishouding,86
Huishouden,Huishoudens,95
Vegetatie,Vegetatiedak,86
werkplaats,werkplaatsen,91
Volksvertegenwoordiging,Vertegenwoordiging,88
Ommuring,Ommuringen,89
Dagboek,Dagboeken,88
Ontdekkingsreis,Ontdekkingsreizen,88
Nationale identiteit,Regionale identiteit,85
Burgemeester,Burgemeesters,96
Burgemeester,burgemeesters,88
Pelgrimage,Pilgrimage,90
Vluchtheuvel,vluchtheuvels,88
belastingkantoor,belastingkantoren,91
supermarkt,supermarkten,91
Marketing,Markering,89
Tabakspijpenoven,Tabakspijpen,86
sigarenwinkel,sigarenwinkels,96
Landmacht,Landpacht,89
Vroege Middeleeuwen,Voege middeleeuwen,92
Vroege Middeleeuwen,vroege middeleeuwen,89
Vroege Middeleeuwen,vroege middeleeuwen A,85
Vroege Middeleeuwen,vroege middeleeuwen B,85
Vroege Middeleeuwen,vroege middeleeuwen C,85
Vroege Middeleeuwen,vroege middeleeuwen D,85
panopticum,panopticums,95
Wolspinnerij,wolspinnerijen,85
Storm,Stom,89
Openbaar gebouw,Openbare gebouwen,88
Kleiwarenindustrie,Vleeswarenindustrie,86
Begrafenisbos,Begrafenis,87
Heiligdom,Heiligdommen,86
Heiligdom,heiligdom,89
erfscheiding,Onderscheiding,85
erfscheiding,Waterscheiding,85
erfscheiding,Erfafscheiding,85
Grafritueel,Grafrituelen,87
Wandelroute,Handelsroute,87
Kledingindustrie,Klei-industrie,87
Elektrotechnische industrie,Elektronische Industrie,88
Grafische industrie,Keramische industrie,87
Vleeswarenindustrie,Kleiwarenindustrie,86
visafslag,visafslagen,90
Grofkeramische industrie,Keramische industrie,86
Middelbare school,Middelbare scholen,91
Bouwproduct,Bouwproductie,92
Rietcultuur,Rijstcultuur,87
Rietcultuur,Eetcultuur,86
Achterglasschilderij,achterglasschildering,88
Achterglasschilderij,Achterglasschilderijen,95
waardering,herwaardering,87
Rivierdijklandschap,Rivierlandschap,88
Arkeltoren,Arkeltorentje,87
traptoren,tractoren,89
traptoren,traptorens,95
Arbeider,Arbeid,86
busstation,busstations,95
Landschapbeheer,landschapsbeheer,90
Openluchttheater,openluchttheaters,91
remise,remises,92
poterne,poternes,93
fabriekshal,fabriekshallen,88
Tuinkamer,Tuigkamer,89
cultuurhistorisch onderzoek,Kunsthistorisch onderzoek,85
cultuurhistorisch onderzoek,Kleurhistorisch onderzoek,88
cultuurhistorisch onderzoek,tuinhistorisch onderzoek,86
Windvang,Windvanger,89
Islamitische bouwkunst,islamitische kunst,85
marechausseekazerne,marechausseekazernes,97
rijtuig,rijtuigen,88
Steenkolenindustrie,Steenindustrie,85
Sgraffiti,grafiti,88
Terpenlandschap,Veenlandschap,86
Terpenlandschap,esdorpenlandschap,88
operagebouw,operagebouwen,92
Kunstvoorwerp,Kunstvoorwerpen,93
beschoeiing,beschoeiingen,92
