term_in_csv,other_term,similarity_score
veldoven,velden,86
veldoven,veldovens,94
Geveltopteken,Gevelteken,87
Herbeplanting,erfbeplanting,92
Herbeplanting,wegbeplanting,85
Kerkelijke bouwkunst,Kerkelijke kunst,89
kruising,kruisiging,89
bestuursgebouw,bestuursgebouwen,93
Mosterdfabriek,boterfabriek,85
Mosterdfabriek,mosterdfabrieken,87
Proeftuin,Proeftuinen,90
Stom,Storm,89
Stom,Stoom,89
Touwslagerij,touwslagerijen,85
kamer van koophandel,kamers van koophandel,98
Brandewijnskom,brandewijnkom,89
Uithangborden,Uithangbord,92
Geschilderd behangsel,Geschilderd behang,92
Geschilderd behangsel,Beschilderd behangsel,95
Geschilderd behangsel,Beschilderd behang,87
Geschilderd behangsel,Beschilderd behangsels,93
Uitbreidingsplan,Uitbreidingsplannen,91
Metselaarsteken,Metselteken,85
Stadsplattegrond,Stadsplattegronden,94
conservenfabriek,conservenfabrieken,94
Westerschelde,Oosterschelde,85
Galerij,Malerij,86
tiendenpaal,tiendenpalen,87
Stijlkamer,stijlkamers,86
Ramen,Rampen,91
Timmermansgildehuis,Timmermansgilde,88
huiszittenhuis,huiszittenhuizen,87
Stedebouw,Steenbouw,89
Stedebouw,Stedenbouw,95
Maat,Mat,86
Restauratiekosten,Restauratiebaksteen,89
Stuktuurplan,Structuurplan,88
crematorium,crematoria,86
Sluitwerk,luiwerk,88
schamppaal,schamppalen,86
orgelkas,orgels,86
Bolwerk,Rolwerk,86
openluchtschool,openluchtscholen,90
refter,refters,92
Schimmel,Schimmels,94
Veenlandschap,Terpenlandschap,86
Beleidsplan,Beleidsplannen,88
Veenkoloniën,Veenkolonie,87
spieker,spijker,86
spieker,spiekers,93
sleutelstuk,sleutelstukken,88
Verbouwing,Verbouwingen,91
perronoverkapping,perronoverkappingen,94
Klepel,lepel,91
Bronsgieter,Bronsgieterij,92
Bronsgieter,Bronsgieters,96
Melkfabriek,Meelfabriek,91
Melkfabriek,lakfabriek,86
lyceum,lyceums,92
modelboerderij,modelboerderijen,93
Glasschilder,Glasschildering,89
Orgelmakerij,Orgelmaker,91
Orgelmakerij,Orgelmakers,87
weeghuisje,weeghuisjes,95
brandweerkazerne,brandweerkazernes,97
Hotel restaurant,hotel-restaurants,85
dokterswoning,kosterswoning,85
dokterswoning,dokterswoningen,93
Romaanse beeldhouwkunst,Romaanse bouwkunst,88
rechtbank,rechtbanken,90
Pottenbakkersoven,Pottenbakkersovens,97
Pottenbakkersoven,Pottenbakkers,87
Ozendrop,Osendrop,88
Schilderkunst,Schilderkist,88
ambassade,ambassades,95
Kruiswegstatie,kruiswegstaties,90
Kruiswegstatie,kruiswegstatie,93
grafkapel,grafkapellen,86
Binderen,Kinderen,88
Spinnewiel,Spinnewielen,91
kacheltegel,kacheltegels,96
Archiefinventaris,Archiefinventarissen,92
theetuin,theetuinen,89
Leidekker,Leidekken,89
Stationspostgebouw,Stationsgebouw,88
blokhuis,klokhuis,88
tingieterij,tingieterijen,92
Tingieter,Tinnegieter,90
Kei,Klei,86
Mariakapel,Mariakapellen,87
Sarcofaag,sarcofaag,89
grafteken,grafsteen,89
grafteken,graftekens,95
stoepbank,stoepbanken,90
maalsteen,Normaalsteen,86
maalsteen,Waalsteen,89
maalsteen,maalstoelen,90
dolhuis,tolhuis,86
Stijfselfabriek,stijfselfabrieken,88
Pleister,Pleisteren,89
Pleister,pleister,88
waterwerken,watermerken,91
waterwerken,waterwegen,86
Misericorde,misericorde,91
Mobiele architectuur,Moderne architectuur,85
winkelgalerij,winkelgalerijen,93
Betuweroute,Betuwe Route,87
getijmolen,getijdemolen,91
sluisdeur,Kluisdeur,89
sluisdeur,sluisdeuren,90
Waterglas,Waterplas,89
lagere school,lagere scholen,89
Staalconstructie,Schaalconstructie,91
linie,linies,91
esdorpenlandschap,Terpenlandschap,88
Oorlogsmonumenten,Oorlogsmonument,94
Monumentenregister,Monumentenregistratie,87
atelier,ateliers,93
Hogesnelheidslijn,Hoge Snelheidslijn,91
Kunstbescherming,Vondstbescherming,85
Dijkdoorbraak,Dijkdoorbraken,89
filtergebouw,Snelfiltergebouw,86
filtergebouw,filtergebouwen,92
gezondheidskolonie,gezondheidskolonien,97
bollenschuur,molenschuur,87
badpaviljoen,paviljoen,86
administratiegebouw,administratiegebouwen,95
Spoorweggebouw,spoorweggebouwen,87
Voetveer,Voetveeg,88
veerpont,veerponten,89
Inundatie,Inundaties,95
Kade,Kaden,89
katholieke begraafplaats,katholieke begraafplaatsen,96
bouwoffer,bouwoffers,95
Dommelen,Doelen,86
veldkapel,veldkapellen,86
calvarieberg,calvariebergen,92
informatiesysteem,informatiesystemen,91
mijnwerkerswoning,mijnwerkerswoningen,94
Pleisterplaats,Pleisterplaatsen,93
stationsoverkapping,stationsoverkappingen,95
menagerie,menagerieen,90
Dijkrecht,Dijkrechten,90
Bebouwing,Bebouwingen,90
diamantslijperij,diamantslijperijen,94
hallekerk,hallekerken,90
Gouvernementsgebouw,gouvernementsgebouwen,90
luchtwachttoren,luchtwachttorens,97
Meubelfabriek,Meelfabriek,92
Meubelfabriek,meubelfabrieken,86
Hollandse Waterlinie,Nieuwe Hollandse Waterlinie,85
Hollandse Waterlinie,Oude Hollandse Waterlinie,89
bejaardenwoning,bejaardenwoningen,94
Landschapsplan,Landschapsparken,87
Landschapsplan,Landschapsplannen,90
Landschapsplan,Landschapspark,86
Voordeur,Voorde,86
dakpannenfabriek,pannenfabriek,90
dakpannenfabriek,dakpannenfabrieken,94
Zitmeubilair,meubilair,86
portierswoning,poortierswoningen,90
Meelfabriek,Tegelfabriek,87
Meelfabriek,Melkfabriek,91
Meelfabriek,Meubelfabriek,92
Tramremise,tramremises,86
Weverij,Weerijs,86
Roest,Roet,89
lunchroom,lunchrooms,95
ambachtshuis,ambachtshuizen,85
schuurmiddel,schuurmiddelen,92
Legende,Legenden,93
Stormvloed,Stormvloeden,91
veerhuis,Teerhuis,88
Rietdekker,Rietdekken,90
kapittelkerk,kapittelkerken,92
Bouwrekening,Bouwtekening,92
roepsteen,roepstoelen,90
Kerkpui,Kerkuil,86
Bouwvoorschrift,Bouwopschrift,86
Verzekering,Verzekeringen,92
Zilvermerk,Zilverwerk,90
Tramweg,Tramwegen,88
Rietdekken,Rietdekker,90
Decoratie,Decoraties,95
Lakwerk,Vakwerk,86
Lakwerk,Dakwerk,86
Lakwerk,Laswerk,86
Lakwerk,Latwerk,86
waterburcht,waterburchten,92
Fundament,Fundamenten,90
Israëlitische begraafplaats,Israëlitische begraafplaatsen,96
brugwachterswoning,brugwachterswoningen,95
Monumentenregistratie,Monumentenregister,87
Monumentenregistratie,Monumentenorganisatie,86
Sterreschans,sterreschansen,85
onderwijzerswoning,onderwijzerswoningen,95
Bisschoppelijk paleis,bisschoppelijk paleizen,86
Tafel,Tafels,91
Kandelaar,Wandelaar,89
Likeurfabriek,Suikerfabriek,85
Likeurindustrie,Leerindustrie,86
Likeurindustrie,Suikerindustrie,87
Rune,Runen,89
Rune,Ruïne,89
Faience,Fayence,86
Faience,faience,86
Plateel,plateel,86
priorij,priorijen,88
Paardenstal,paardestal,86
Regentenkamer,Regentessenkamer,90
winkelpassage,winkelpassages,96
Stadsbeeld,Standbeeld,90
Plateelbakkerij,tegelbakkerij,86
kassei,kassein,92
Jaarring,Jaarringen,89
Molenmaker,Molenmakerij,91
Restauratie-ethiek,Restauratietechniek,86
Restauratie-ethiek,Restauratiebestek,86
Model,Mode,89
Franciscanessen,Franciscanen,89
Suikerraffinaderij,suikerraffinaderijen,89
Cultuurbescherming,Natuurbescherming,86
Zandwinning,landwinning,91
Uithangtekens,uithangtekens,92
dwarshuisboerderij,dwarshuisboerderijen,95
Terracotta,terracotta,90
Molenmakerij,Molenmaker,91
Gietbouw,Gebouw,86
Stonehenge,Stongehenge,95
nutsgebouw,nutsgebouwen,91
Burgemeestershuis,Burgemeesters,87
Blauwselmolen,blauwselmolens,89
Geschilderd behang,Geschilderd behangsel,92
Geschilderd behang,Beschilderd behangsel,87
Geschilderd behang,Beschilderd behang,94
Geschilderd behang,Beschilderd behangsels,85
Galgeveld,Galgenveld,95
recreatiepark,recreatieparken,93
Lokale geschiedenis,Locale geschiedenis,95
Lokale geschiedenis,sociale geschiedenis,87
Loterij,Roterij,86
Graveur,Gravure,86
Gewelfconstructie,Gevelconstructie,91
Gewelfconstructie,wolfconstructies,85
kloosterkapel,kloosterkapellen,90
Bedevaart,Bedevaarten,90
ravelijn,ravelijnen,89
schachtbok,schachtbokken,87
Pijpmaker,Pijpenmakers,86
Kartuizers,Karthuizers,95
Franciscanen,Franciscanessen,89
Tiende,Tiend,91
Tiende,Tienden,92
Tiende,Tiendweg,86
Norbertijnen,Norbertinessen,85
Sticht,Stichten,86
dijkverbetering,dijkversterking,87
Pijler,Pijlers,92
Rechtspraak,Rechtsaanspraak,85
Boekband,Boekbanden,89
Nieuwe Haagse School,Nieuwe Haagse school,95
Kerkkruis,Kerkenkruis,90
ringoven,ringovens,94
Gewelfschotel,Gewelfbeschot,85
Gewelfschotel,gewelfschotel,92
Glasblazer,Glasblazen,90
Kluizenares,Kluizenaar,86
muurtoren,vuurtoren,89
muurtoren,muurtorens,95
Benedictijnen,Benedictinessen,86
kartonfabriek,Strokartonfabriek,87
kartonfabriek,kartonfabrieken,93
kartonfabriek,katoenfabrieken,86
Restaurateur,Restauratie,87
Restaurateur,Restaurator,87
Timmermanswerk,Timmermansmerk,93
Klokgieter,Klokkengieter,87
Tinnegieter,Tingieter,90
Messenmaker,Messenmakerij,92
Vensterglas,vensterglas,91
Heiwerktuig,Hijswerktuig,87
Heiwerktuig,Hefwerktuig,91
Gasverlichting,Stadsverlichting,87
Gasverlichting,Kaarsverlichting,87
Hardsteen,hardsteen,89
Rechtsaanspraak,Rechtspraak,85
Kerkenbouw,Kerkbouw,89
schoeisel,schoeisels,95
Urbanistiek,Urbanisatie,91
Bouwbeeldhouwwerk,beeldhouwwerk,87
Bouwceramiek,Bouwkeramiek,92
Karthuizers,Kartuizers,95
waltoren,waltorens,94
Zevende eeuw,Zestiende eeuw,85
jachthuis,Wachthuis,89
Impregnering,Impregneren,87
Stadswijk,Stadwijk,94
Stadswijk,Stadswijken,90
hallehuisboerderij,Hallenhuisboerderij,92
hallehuisboerderij,hallenhuisboerderijn,95
Pelgrimsinsigne,pelgrimsinsigne,93
huishoudschool,huishoudscholen,90
Woonhuiscomplex,Wooncomplex,85
heemtuinen,theetuinen,90
kloostergang,kloostergangen,92
broodfabriek,broodfabrieken,92
Buskruitmolen,buskruitmolens,89
brievenbus,brievenbussen,87
Olieslagerij,olieslagerijen,85
Rijksbureau voor de Monumentenzorg,Rijksdienst voor de Monumentenzorg,85
langgevelboerderij,langgevelboerderijen,95
sterrenwacht,sterrenwachten,92
achterhuis,achterhuisjes,87
Brandveiligheid,Standveiligheid,87
Landinrichtingswet,Landinrichting,88
Glasgraveur,Glasgravure,91
Nationaal landschapspark,Nationaal landschap,88
Nationaal landschapspark,Nationale landschapsparken,92
Molenerf,molenerf,88
Wijns,Wijn,89
klokhuis,blokhuis,88
Bouwvergunning,Bouwvergunningen,93
Borstbeeld,Borstbeelden,91
Borstbeeld,borstbeeld,90
Zilverfabriek,Zuivelfabriek,85
Olielamp,Olielampen,89
Cisterne,Cisternen,94
Piroen,Piron,91
Syter,Ster,89
Vuurwerk,Muurwerk,88
telefooncel,telefooncellen,88
Charter van Brussel,Charter van Basel,89
Reisbeschrijving,reisbeschrijvingen,88
Mark,Marke,89
Mark,Markt,89
Grind,Griend,91
Kunststeen,kunststeen,90
Vluchtberg,Vluchtbergen,91
Heilige,Heiligen,93
tiendschuur,tiendschuren,87
Ketel,Kethel,91
Loopgang,Loofgang,88
Afgietsel,Afgietsels,95
Koepelconstructie,Stempelconstructie,86
Koepelconstructie,Gevelconstructie,85
verstijfde staafboogbrug,verstijfde staafboogbruggen,94
brouwerij,brouwerijen,90
Arbeidsomstandigheden,Arbeidsomstandighedenwet,93
Arbeidsomstandigheden,Arbeidsomstandighedenrecht,89
noodwoning,noodwoningen,91
Kloostermop,Kloostermoppen,88
Boerderijnaam,Boerderijnamen,89
Gebouwde omgeving,gebouwde omgeving,94
Topografie,Typografie,90
Topografie,Tomografie,90
Topografie,topografie,90
Loodwit,loodwit,86
conservatorium,observatorium,89
conservatorium,conservator,88
conservatorium,conservatoria,89
koffiebranderij,koffiebranderijen,94
lakfabriek,glasfabriek,86
lakfabriek,Melkfabriek,86
lakfabriek,lakenfabriek,91
lakfabriek,kalkfabriek,86
lakfabriek,blikfabriek,86
lakfabriek,lakfabrieken,91
molenaarshuis,Molenaarshuisje,86
molenaarshuis,molenaarshuizen,86
Stoomzagerij,Stoomhoutzagerij,86
Vissershut,Vissershuis,86
Urbanisatie,Urbanistiek,91
Beschilderd behangsel,Geschilderd behangsel,95
Beschilderd behangsel,Geschilderd behang,87
Beschilderd behangsel,Beschilderd behang,92
Beschilderd behangsel,Beschilderd behangsels,98
Pottenbakker,pottenbakkerij,85
Pottenbakker,Pottenbakkers,96
Metaalfabriek,Staalfabriek,88
Metaalfabriek,metaalfabrieken,86
admiraliteitsgebouw,admiraliteitsgebouwen,95
muziekschool,muziekscholen,88
verkeerslicht,verkeerslichten,93
Glashuis,Gasthuis,88
runmolen,runmolens,94
Laser,Lasers,91
droogdok,Droogdok,88
Stadskraan,Stadskranen,86
Kruisweg,kruisweg,88
Collectie,Collecties,95
bewaarschool,bewaarscholen,88
tribune,tribunes,93
Dakkapel,Dakkap,86
Dakhuis,pakhuis,86
Dakhuis,Bakhuis,86
Stoof,Stof,89
Pelgrimstocht,Pelgrimstochten,93
Spoorwijk,Spoordijk,89
Stenen kamer,Steenkamers,87
Stenen kamer,Stenen kamers,96
klokkenstoelen,klokkestoel,88
klokkenstoelen,klokkestoelen,96
Houtzaagindustrie,Houtindustrie,87
Handzaag,handzaag,88
Regenwaterbak,Regenwater,87
Tufsteen,Turfsteken,89
Tufsteen,tufsteen,88
Timmermansmerk,Timmermanswerk,93
Piron,Piroen,91
Historische kern,Historische kaarten,86
fronton,fronten,86
omwalling,omwallingen,90
cichoreifabriek,cichoreifabrieken,94
Kopermolen,kopermolen,90
Kopermolen,kopermolens,86
kuuroord,kuuroorden,89
Stadstoren,stadstorens,86
Suikerfabriek,Likeurfabriek,85
Suikerfabriek,suikerfabrieken,86
drogisterij,drogisterijen,92
Lampenfabriek,Wapenfabriek,88
Timmermansgilde,Timmermansgildehuis,88
brandspuithuisje,brandspuithuisjes,97
doopkapel,doopkapellen,86
blauwselfabriek,blauwselfabrieken,94
Weermuur,Werfmuur,88
Weermuur,keermuur,88
Niet-destructief onderzoek,Nondestructief onderzoek,88
Strokartonfabriek,kartonfabriek,87
Strokartonfabriek,strokartonfabrieken,89
Bloementent,Bloementeelt,87
Wasfabriek,gasfabriek,90
Wasfabriek,glasfabriek,86
Wasfabriek,kaasfabriek,86
Arbeiderswijk,Arbeiderwijk,96
Afbeelding,Afbeeldingen,91
Leeuwenbergh,Leeuwenburgh,92
Oost-Indische Huis,Oostindisch Huis,88
Glasoven,Vlasoven,88
Beschermd stadsgezicht,Beschermd gezicht,87
Beschermd stadsgezicht,Beschermd dorpsgezicht,86
Beroep,Beroepen,86
Bemaling,Bealging,88
Tienden,Tiende,92
sculptuur,cultuur,88
Zoutfabriek,Moutfabriek,91
waterradmolen,waterradmolens,96
Zoutvat,Zoutvaten,88
Broederschap,Broederschappen,89
Vernieling,Vernieuwing,86
zegelstempel,zegelstempels,96
zeewering,zeeweringen,90
Diaconiehuis,Diaconiehuisje,92
cultureel centrum,cultureel centra,91
atelierwoning,atelierwoningen,93
transept,transepten,89
kruisbasiliek,kruisbasilieken,93
Bedsteewand,Bedstedewand,96
Straten,Stralen,86
Straten,straten,86
Deurklopper,deurkloppers,87
muntgebouw,muntgebouwen,91
Zuiderzeewerken,Zuiderzeewerk,93
Amsterdam-Oost,Amsterdam-West,86
Kalender,Kalenders,94
Kalender,kalender,88
bedrijfsgebouw,bedrijfsgebouwen,93
Pannenbakkerij,Pannenbakkerijen,93
Loofhout,Loofhut,93
kringstelling,kringstellingen,93
jaagpad,jaagpaden,88
voetpad,voetpaden,88
Zoutwinning,houtwinning,91
Brons,Bron,89
Verdedigingslinie,Verdedigingslinies,97
Molenrecht,Modellenrecht,87
Databank,Databanken,89
Architectonisch ontwerp,architectonisch ontwerpen,92
Jupiterzuil,Jupiterzuilen,92
Kolfbaan,Golfbaan,88
Bedstee,Bedstede,93
klappersteen,knappersteen,92
barbacane,barbacanes,95
Schor,Schors,91
Schor,Schoor,91
Bodemkaart,Bodemkaarten,91
Psalmbord,psalmbord,89
Tapijtfabriek,tapijtfabrieken,86
Kamp,Kap,86
Inventaris,Inventarissen,87
windwatermolen,windwatermolens,97
Onroerend goed,Roerend goed,85
Steengoed,steengoed,89
Fabrieksbouw,Fabrieksgebouw,92
casino,casino's,86
Paleografie,Paleogeografie,88
Paleografie,Palaeogeografie,85
Voorschrift,Voorschriften,92
tentoonstellingsgebouw,tentoonstellingsgebouwen,96
doorlaatbrug,doorlaatbruggen,89
Travertijn,Travertin,95
dakruiter,dakruiters,95
Beeldkwaliteit,Beeldkwaliteitsplan,85
Tabaksboerderij,Tabaksboerderijen,94
koeltoren,koeltorens,95
benzinepomp,benzinepompen,92
Menhir,Menhirs,92
Boogconstructie,Bouwconstructie,87
Boogconstructie,Brugconstructie,87
kloosterboerderij,kloosterboerderijen,94
Bakoven,Bakovens,93
aanplakzuil,aanplakzuilen,92
Leesmuseum,Legermuseum,86
Wandbeschildering,Wandschildering,94
Wandbeschildering,Wapenschildering,85
Vogel,Vogels,91
Registratie,Registraties,96
Veerhuizen,Vleermuizen,86
Veerhuizen,veerhuizen,90
aalmoezeniershuis,aalmoezeniershuizen,89
Franse tijd,Frankische tijd,85
Eiteren,Eimeren,86
Koorschildering,Kolomschildering,90
Relikwie,Relikwieën,89
Werktuig,Werktuigen,89
Militaire bouwkunst,Utilitaire bouwkunst,92
Landschapsbeleid,Landschapsbeleving,88
Leeuwenburch,Leeuwenburgh,92
observatorium,conservatorium,89
triomfboog,triomfbogen,86
Gevelversiering,Geveltopversiering,91
Roet,Roest,89
Tiendweg,Tiende,86
hekpijler,hekpijlers,95
putdeksel,putdeksels,95
Dorpsgeschiedenis,bosgeschiedenis,88
Rederij,Rederijen,88
Donderhuisje,onderhuis,86
Kerkbouw,Kerkenbouw,89
Torenkruis,torenkruis,90
Eenhoorn,Eekhoorn,88
Eenhoorn,Eenkoorn,88
Pijpenindustrie,Mijnindustrie,86
Vijfde eeuw,Vijftiende eeuw,85
Gebouw,Gietbouw,86
Deltawerken,Deltawateren,87
Bouwornament,Bouwornamentiek,89
panorama,panorama's,89
Steenhouwerij,Steenhouwer,92
Steenhouwerij,Steenhouwwerk,85
Steenhouwerij,Steenhouwers,88
Steenhouwerij,steenhouwerijen,86
Streekplan,Streekplannen,87
Griffioen,Griffie,88
Palissade,Palissades,95
Pijpenmakerij,Pijpenmakers,88
Ster,Syter,89
Zwerfsteen,Zwerfstenen,95
Iconografie,Ikonografie,91
PTT-gebouw,PTT-gebouwen,91
Klokkentoren,Klokkentorentje,89
Klokkentoren,Klokketorentje,85
Klokkentoren,klokkentorens,88
Klokkentoren,klokketoren,87
Linnenfabriek,pannenfabriek,85
Vierde Nota Ruimtelijke Ordening,Vijfde Nota Ruimtelijke Ordening,94
Stutwerk,Stucwerk,88
lakenfabriek,lakfabriek,91
lakenfabriek,lakenfabrieken,92
getijdemolen,getijmolen,91
getijdemolen,getijdenmolens,92
Stroopfabriek,Siroopfabriek,92
Stroopfabriek,stroopfabrieken,86
Rijwielfabriek,rijwielfabrieken,87
Constructiefout,Constructie,85
Machine,Machines,93
Schelp,Schelpen,86
Oude Mannenhuis,Oudemannenhuis,90
Versiering,Verering,89
Versiering,Versieringen,91
Versiering,versiering,90
industriemolen,industriemolens,97
Tropen,ropen,91
Typografie,Topografie,90
Katoenspinnerij,katoenspinnerijen,88
zolderkerk,zolderkerken,91
columbarium,columbaria,86
Architectuurschildering,Architectuurschilderkunst,88
Architectuurschildering,Architectuurbeschildering,96
girokantoor,girokantoren,87
Overheidsgebouw,Overheidsgebouwen,94
Overheidsgebouw,overheidsgebouwen,88
jeugdherberg,jeugdherbergen,92
Waltahuis,Walhuis,88
Reisverhaal,Reisverhalen,87
Merkenrecht,Markerecht,86
Restauratietechniek,Restauratie-ethiek,86
Bosbouw,Bosgebouw,88
Stadsbestuur,Stadsbestuurders,86
vieringtoren,vieringen,86
vieringtoren,vieringtorens,96
Arbeiderwijk,Arbeiderswijk,96
Timmerwerk,Timmerwerf,90
Graffiti,Graffito,88
Graanopslagplaats,Graanopslagplaatsen,94
Grafschildering,Glasschildering,87
Grafschildering,Grafschilderingen,94
Basilica,Basilicae,94
Duinrell,Duinrel,93
Industriële revolutie,Industriële productie,86
Stabiliteit,Mutabiliteit,87
Interieurarchitect,Interieurarchitectuur,92
watervoorziening,Drinkwatervoorziening,86
Kasteelboerderij,kasteelboerderijen,88
gordijn,gordijnen,88
Teerhuis,Theehuis,88
Teerhuis,veerhuis,88
kolenmijn,kolenmijnen,90
Belening,Beleving,88
Voegversteviging,Versteviging,86
Dialect,Dialecten,88
Classificatie,Classificaties,96
depot,depots,91
Militair terrein,Militaire terreinen,91
Kwaliteitsnorm,Kwaliteitszorg,86
confectiefabriek,confectiefabrieken,94
lustslot,lustsloten,89
Werfmuur,Weermuur,88
Archeometrie,archaeometrie,88
Betonconservering,Fotoconservering,85
Zeilschip,Zeezeilschip,86
Neolithicum,Mesolithicum,87
Neolithicum,mesolithicum,87
Neolithicum,neolithicum,91
Kloosterorde,kloosterorden,88
kindertehuis,kindertehuizen,85
Hoogaltaar,hoogaltaar,90
Processie,Processen,89
Stadsplein,Stadspleinen,91
Biert,Bier,89
schachttoren,schachten,86
Karmelietes,Karmelieten,91
Provinciewapen,Provinciewet,85
Metaalindustrie,Staalindustrie,90
Bronstijd,bronstijd,89
kalkfabriek,lakfabriek,86
kalkfabriek,kalkfabrieken,92
Grafvondst,Grafvondsten,91
Dakwerk,Vakwerk,86
Dakwerk,Lakwerk,86
Vernisfabriek,vernisfabrieken,86
Film,Films,89
Rechtsbescherming,Luchtbescherming,85
Bouwopschrift,Bouwvoorschrift,86
Germaan,Germaans,93
Germaan,German,92
Oplosmiddel,Oplosmiddelen,92
Orden,Orde,89
leerfabriek,Goudleerfabriek,85
leerfabriek,leerfabrieken,92
satelliet,satellieten,90
hydrologie,Geohydrologie,87
Woordenboek,Woordenboeken,92
Koperslagerij,Koperslager,92
Koperslagerij,koperslagerijen,86
Bronsgieterij,Bronsgieter,92
Bronsgieterij,Bronsgieters,88
Steenindustrie,Steenkolenindustrie,85
Marktrecht,Markerecht,90
Bouwplaat,Bouwplaats,95
Decorschildering,Decoratieschildering,89
Catacombe,Catacomben,95
Stadstuin,Stadstuinen,90
Hekversiering,versiering,87
Landschapschilder,Landschapschilderkunst,87
Vasen,Varsen,91
Vasen,Vasten,91
Landpacht,Landmacht,89
Katoenweverij,katoenweverijen,86
Vurenhout,vurenhout,89
Grenen,Grenzen,92
Grenen,Groenten,86
Veldkruis,veldkruis,89
Kant,Krant,89
Electriciteit,Elektriciteit,92
Stedebouwkunst,Stedebouwkunde,86
Oudemannenhuis,Oude Mannenhuis,90
bedevaartskerk,bedevaartskerken,93
Laaghalen,zaaghalen,89
Houtwerk,Houtwerken,89
Baluster,luster,86
Email,Emails,91
Vervalsing,Vervalsingen,91
Empire stijl,empirestijl,87
Lodewijk-XIII-stijl,Lodewijk-XVI-stijl,92
Lodewijk-XIII-stijl,Lodewijk-XIV-stijl,92
Lodewijk-XIII-stijl,Lodewijk-XV-stijl,89
Lodewijk-XIII-stijl,Lodewijk-stijl,85
Lodewijk-XIII-stijl,Lodewijk XIV-stijl,86
Lodewijk-XIII-stijl,Lodewijk XVI-stijl,86
Lodewijk-XIV-stijl,Lodewijk-XVI-stijl,94
Lodewijk-XIV-stijl,Lodewijk-XIII-stijl,92
Lodewijk-XIV-stijl,Lodewijk-XV-stijl,97
Lodewijk-XIV-stijl,Lodewijk-stijl,88
Lodewijk-XIV-stijl,Lodewijk XIV-stijl,94
Lodewijk-XIV-stijl,Lodewijk XV-stijI,86
Lodewijk-XIV-stijl,Lodewijk XVI-stijl,89
Lodewijk-XV-stijl,Lodewijk-XVI-stijl,97
Lodewijk-XV-stijl,Lodewijk-XIII-stijl,89
Lodewijk-XV-stijl,Lodewijk-XIV-stijl,97
Lodewijk-XV-stijl,Lodewijk-stijl,90
Lodewijk-XV-stijl,Lodewijk XIV-stijl,91
Lodewijk-XV-stijl,Lodewijk XV-stijI,88
Lodewijk-XV-stijl,Lodewijk XVI-stijl,91
Houtbewerking,Houtverwerking,89
Belastingwet,Belasting,86
Belastingwet,Belastingen,87
Belastingwet,Belastingwezen,85
Belastingwet,Belastingrecht,85
molenviergang,molendriegang,85
Hefwerktuig,Heiwerktuig,91
